topic_id,rank,word
0,1,tell
0,2,sound
0,3,answer
0,4,remember
0,5,using
0,6,preference
0,7,vibes
0,8,favourite
0,9,said
0,10,called
1,1,meet
1,2,classes
1,3,abt
1,4,super
1,5,coming
1,6,making
1,7,creative
1,8,favourite
1,9,open
1,10,place
2,1,play
2,2,tbh
2,3,information
2,4,making
2,5,open
2,6,political
2,7,type
2,8,classes
2,9,previous
2,10,list
3,1,lot
3,2,friends
3,3,curious
3,4,ask
3,5,strategies
3,6,exam
3,7,time
3,8,interests
3,9,type
3,10,political
